Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Lancaster,United States,BM-11650,Brian Moss,9/27/2020,CA-2020-163202,43130,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,East,5399,Corporate,10/2/2020,Standard Class,Ohio,Binders,0.7,-2.0349,3,2.907
Office Supplies,Philadelphia,United States,KN-16390,Katherine Nockton,3/5/2019,CA-2019-109001,19120,OFF-BI-10003529,Avery Round Ring Poly Binders,East,5089,Corporate,3/9/2019,Standard Class,Pennsylvania,Binders,0.7,-1.7892,3,2.556
Office Supplies,Philadelphia,United States,LR-17035,Lisa Ryan,9/7/2019,CA-2019-102876,19134,OFF-BI-10000848,Angle-D Ring Binders,East,5011,Corporate,9/14/2019,Standard Class,Pennsylvania,Binders,0.7,-3.9384,3,4.923
Office Supplies,Philadelphia,United States,SP-20860,Sung Pak,8/16/2019,US-2019-126753,19134,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,East,7976,Corporate,8/20/2019,Standard Class,Pennsylvania,Binders,0.7,-2.7588,3,3.762
Office Supplies,Philadelphia,United States,MY-18295,Muhammed Yedwab,5/4/2021,CA-2021-133067,19140,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",East,7179,Corporate,5/10/2021,Standard Class,Pennsylvania,Binders,0.7,-7.5168,3,9.396
Office Supplies,Philadelphia,United States,QJ-19255,Quincy Jones,4/30/2021,CA-2021-144526,19143,OFF-BI-10002353,GBC VeloBind Cover Sets,East,1663,Corporate,5/6/2021,Standard Class,Pennsylvania,Binders,0.7,-9.264,3,13.896
Office Supplies,Columbus,United States,BS-11590,Brendan Sweed,8/25/2018,CA-2018-107398,43229,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,East,8885,Corporate,8/30/2018,Standard Class,Ohio,Binders,0.7,-4.5696,4,6.528
Office Supplies,Columbus,United States,EA-14035,Erin Ashbrook,12/5/2018,CA-2018-151162,43229,OFF-BI-10003719,Large Capacity Hanging Post Binders,East,5573,Corporate,12/9/2018,Standard Class,Ohio,Binders,0.7,-23.952,4,29.94
Office Supplies,Philadelphia,United States,BO-11350,Bill Overfelt,5/3/2021,CA-2021-132199,19134,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,East,8353,Corporate,5/8/2021,Standard Class,Pennsylvania,Binders,0.7,-17.592,4,26.388
Office Supplies,Philadelphia,United States,SC-20440,Shaun Chance,9/4/2019,CA-2019-113523,19140,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,East,5496,Corporate,9/8/2019,Standard Class,Pennsylvania,Binders,0.7,-6.1248,4,7.656
Office Supplies,Philadelphia,United States,AC-10615,Ann Chong,9/15/2019,CA-2019-100734,19143,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,East,7471,Corporate,9/20/2019,Standard Class,Pennsylvania,Binders,0.7,-2.8608,4,3.576
Office Supplies,York,United States,NC-18625,Noah Childs,4/9/2021,CA-2021-169404,17403,OFF-BI-10004492,Tuf-Vin Binders,East,8475,Corporate,4/14/2021,Standard Class,Pennsylvania,Binders,0.7,-29.0536,4,37.896
Office Supplies,York,United States,TS-21160,Theresa Swint,6/25/2020,US-2020-152051,17403,OFF-BI-10004781,GBC Wire Binding Strips,East,2147,Corporate,6/29/2020,Standard Class,Pennsylvania,Binders,0.7,-27.9312,4,38.088
Office Supplies,Toledo,United States,TS-21160,Theresa Swint,4/16/2019,CA-2019-161263,43615,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",East,1067,Corporate,4/21/2019,Standard Class,Ohio,Binders,0.7,-46.225,5,55.47
Office Supplies,Philadelphia,United States,BO-11350,Bill Overfelt,5/3/2021,CA-2021-132199,19134,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",East,8355,Corporate,5/8/2021,Standard Class,Pennsylvania,Binders,0.7,-44.94,5,64.2
Office Supplies,Philadelphia,United States,CM-12715,Craig Molinari,9/26/2018,CA-2018-144974,19140,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",East,8050,Corporate,9/30/2018,Standard Class,Pennsylvania,Binders,0.7,-4.577,5,5.97
Office Supplies,Philadelphia,United States,BP-11185,Ben Peterman,1/4/2020,CA-2020-158211,19143,OFF-BI-10002026,Avery Arch Ring Binders,East,5869,Corporate,1/8/2020,Standard Class,Pennsylvania,Binders,0.7,-80.178,6,104.58
Office Supplies,Lancaster,United States,SC-20440,Shaun Chance,10/26/2021,CA-2021-115119,17602,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,7333,Corporate,10/30/2021,Standard Class,Pennsylvania,Binders,0.7,-65.1504,7,81.438
Office Supplies,Columbus,United States,BS-11590,Brendan Sweed,8/25/2018,CA-2018-107398,43229,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",East,8887,Corporate,8/30/2018,Standard Class,Ohio,Binders,0.7,-16.6848,8,20.856
Office Supplies,Toledo,United States,VP-21760,Victoria Pisteka,11/15/2019,CA-2019-129525,43615,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",East,9022,Corporate,11/20/2019,Standard Class,Ohio,Binders,0.7,-116.844,13,166.92
Office Supplies,Newport News,United States,FH-14275,Frank Hawley,10/21/2018,CA-2018-100916,23602,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,South,7574,Corporate,10/26/2018,Standard Class,Virginia,Art,0,0.8804,1,2.84
Office Supplies,East Point,United States,RF-19345,Randy Ferguson,6/23/2019,CA-2019-106187,30344,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,South,8078,Corporate,6/29/2019,Standard Class,Georgia,Binders,0,74.691,1,165.98
Office Supplies,Hampton,United States,NC-18535,Nick Crebassa,8/20/2018,CA-2018-114321,23666,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,South,9735,Corporate,8/25/2018,Standard Class,Virginia,Binders,0,421.5853,1,896.99
Office Supplies,Fayetteville,United States,DB-13555,Dorothy Badders,10/11/2018,CA-2018-114314,72701,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,South,5928,Corporate,10/15/2018,Standard Class,Arkansas,Labels,0,3.4357,1,7.31
Office Supplies,Roswell,United States,BF-10975,Barbara Fisher,6/13/2019,CA-2019-137281,30076,OFF-PA-10001870,Xerox 202,South,6089,Corporate,6/17/2019,Standard Class,Georgia,Paper,0,3.1104,1,6.48
Office Supplies,Jackson,United States,KD-16495,Keith Dawkins,12/14/2019,CA-2019-125066,39212,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",South,5558,Corporate,12/18/2019,Standard Class,Mississippi,Art,0,15.764,2,56.3
Office Supplies,Columbus,United States,DS-13180,David Smith,3/27/2020,CA-2020-119074,31907,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",South,8547,Corporate,3/31/2020,Standard Class,Georgia,Binders,0,15.9446,2,32.54
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,3/17/2018,US-2018-164763,39212,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,7429,Corporate,3/21/2018,Standard Class,Mississippi,Binders,0,14.9156,2,30.44
Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,11/22/2018,CA-2018-129091,31907,OFF-EN-10001990,Staple envelope,South,2577,Corporate,11/27/2018,Standard Class,Georgia,Envelopes,0,5.3392,2,11.36
Office Supplies,Columbus,United States,TS-21160,Theresa Swint,4/20/2019,CA-2019-149342,31907,OFF-PA-10001166,Xerox 2,South,2293,Corporate,4/25/2019,Standard Class,Georgia,Paper,0,6.2208,2,12.96
Office Supplies,Lafayette,United States,KB-16585,Ken Black,4/4/2018,CA-2018-149538,70506,OFF-PA-10002195,Xerox 1966,South,5124,Corporate,4/8/2018,Standard Class,Louisiana,Paper,0,6.3504,2,12.96
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,3/17/2018,US-2018-164763,39212,OFF-PA-10003349,Xerox 1957,South,7430,Corporate,3/21/2018,Standard Class,Mississippi,Paper,0,6.3504,2,12.96
Office Supplies,Hampton,United States,NC-18535,Nick Crebassa,8/20/2018,CA-2018-114321,23666,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,South,9734,Corporate,8/25/2018,Standard Class,Virginia,Paper,0,9.2552,2,20.12
Office Supplies,Springfield,United States,DK-12835,Damala Kotsonis,2/7/2019,CA-2019-147529,22153,OFF-PA-10003349,Xerox 1957,South,6391,Corporate,2/11/2019,Standard Class,Virginia,Paper,0,6.3504,2,12.96
Office Supplies,Richmond,United States,JO-15145,Jack O'Briant,11/1/2018,CA-2018-152562,40475,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",South,4828,Corporate,11/8/2018,Standard Class,Kentucky,Storage,0,19.4656,2,69.52
Office Supplies,Columbus,United States,SS-20140,Saphhira Shifley,9/18/2021,CA-2021-164756,31907,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",South,6896,Corporate,9/22/2021,Standard Class,Georgia,Supplies,0,9.999200000,2,34.48
Office Supplies,Columbus,United States,BF-11275,Beth Fritzler,7/10/2021,CA-2021-169012,31907,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,South,8038,Corporate,7/14/2021,Standard Class,Georgia,Appliances,0,10.8966,3,41.91
Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,11/22/2018,CA-2018-129091,31907,OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,South,2578,Corporate,11/27/2018,Standard Class,Georgia,Appliances,0,290.3016,3,675.12
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,3/17/2018,US-2018-164763,39212,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,South,7432,Corporate,3/21/2018,Standard Class,Mississippi,Appliances,0,8.4942,3,32.67
Office Supplies,Springfield,United States,QJ-19255,Quincy Jones,10/15/2020,CA-2020-142097,22153,OFF-AP-10000696,Holmes Odor Grabber,South,3697,Corporate,10/20/2020,Standard Class,Virginia,Appliances,0,14.2758,3,43.26
Office Supplies,Atlanta,United States,AH-10075,Adam Hart,11/26/2021,CA-2021-165029,30318,OFF-AR-10003504,Newell 347,South,1570,Corporate,11/30/2021,Standard Class,Georgia,Art,0,3.7236,3,12.84
Office Supplies,Columbus,United States,SS-20140,Saphhira Shifley,9/18/2021,CA-2021-164756,31907,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",South,6892,Corporate,9/22/2021,Standard Class,Georgia,Art,0,34.182,3,113.94
Office Supplies,Florence,United States,HG-14965,Henry Goldwyn,8/21/2019,CA-2019-122168,41042,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",South,8515,Corporate,8/26/2019,Standard Class,Kentucky,Art,0,8.2344,3,17.52
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,11/21/2018,CA-2018-102274,40475,OFF-AR-10002833,Newell 322,South,3402,Corporate,11/26/2018,Standard Class,Kentucky,Art,0,1.4742,3,5.46
Office Supplies,Richmond,United States,JO-15145,Jack O'Briant,11/1/2018,CA-2018-152562,40475,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",South,4829,Corporate,11/8/2018,Standard Class,Kentucky,Art,0,1.6356,3,5.64
Office Supplies,Decatur,United States,DH-13075,Dave Hallsten,6/13/2019,CA-2019-104941,35601,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,South,3704,Corporate,6/19/2019,Standard Class,Alabama,Binders,0,8.8044,3,19.14
Office Supplies,Columbus,United States,YS-21880,Yana Sorensen,5/5/2021,CA-2021-160724,31907,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,South,6264,Corporate,5/10/2021,Standard Class,Georgia,Binders,0,15.525,3,34.5
Office Supplies,Roswell,United States,DM-13345,Denise Monton,4/8/2021,CA-2021-157854,30076,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,South,2849,Corporate,4/15/2021,Standard Class,Georgia,Binders,0,1264.7559,3,2690.97
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,3/17/2018,US-2018-164763,39212,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,7428,Corporate,3/21/2018,Standard Class,Mississippi,Binders,0,5.3721,3,11.43
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,3/21/2018,CA-2018-163223,22153,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,7588,Corporate,3/25/2018,Standard Class,Virginia,Binders,0,59.0112,3,122.94
Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,11/22/2018,CA-2018-129091,31907,OFF-EN-10004955,Fashion Color Clasp Envelopes,South,2575,Corporate,11/27/2018,Standard Class,Georgia,Envelopes,0,7.9527,3,16.23
Office Supplies,Springfield,United States,AJ-10795,Anthony Johnson,9/12/2020,CA-2020-123946,22153,OFF-FA-10002975,Staples,South,6843,Corporate,9/17/2020,Standard Class,Virginia,Fasteners,0,5.2164,3,11.34
Office Supplies,Sandy Springs,United States,EM-13825,Elizabeth Moffitt,12/2/2018,CA-2018-103807,30328,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",South,9003,Corporate,12/9/2018,Standard Class,Georgia,Paper,0,7.1628,3,15.24
Office Supplies,Lafayette,United States,KB-16585,Ken Black,4/4/2018,CA-2018-149538,70506,OFF-PA-10003797,Xerox 209,South,5123,Corporate,4/8/2018,Standard Class,Louisiana,Paper,0,9.3312,3,19.44
Office Supplies,Columbia,United States,RS-19765,Roland Schwarz,4/7/2018,CA-2018-128846,29203,OFF-PA-10000100,Xerox 1945,South,4178,Corporate,4/12/2018,Standard Class,South Carolina,Paper,0,60.2553,3,122.97
Office Supplies,Richmond,United States,EB-13840,Ellis Ballard,5/30/2018,CA-2018-146885,23223,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",South,4647,Corporate,6/5/2018,Standard Class,Virginia,Paper,0,6.129,3,13.62
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,3/21/2018,CA-2018-163223,22153,OFF-PA-10000675,Xerox 1919,South,7586,Corporate,3/25/2018,Standard Class,Virginia,Paper,0,60.2553,3,122.97
Office Supplies,Columbus,United States,BS-11365,Bill Shonely,8/19/2018,US-2018-143581,31907,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,South,8246,Corporate,8/23/2018,Standard Class,Georgia,Storage,0,10.3473,3,344.91
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,11/21/2018,CA-2018-102274,40475,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,South,3401,Corporate,11/26/2018,Standard Class,Kentucky,Storage,0,9.697500000,3,193.95
Office Supplies,Huntsville,United States,FW-14395,Fred Wasserman,3/22/2019,CA-2019-121552,35810,OFF-AR-10003217,Newell 316,South,7654,Corporate,3/27/2019,Standard Class,Alabama,Art,0,5.4768,4,19.56
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,3/21/2018,CA-2018-163223,22153,OFF-AR-10001573,American Pencil,South,7587,Corporate,3/25/2018,Standard Class,Virginia,Art,0,2.7028,4,9.32
Office Supplies,Virginia Beach,United States,VG-21805,Vivek Grady,5/12/2020,CA-2020-109911,23464,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,South,1590,Corporate,5/16/2020,Standard Class,Virginia,Art,0,2.9592,4,10.96
Office Supplies,Huntsville,United States,ND-18460,Neil Ducich,5/19/2021,CA-2021-127803,35810,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,South,9011,Corporate,5/23/2021,Standard Class,Alabama,Binders,0,12.8184,4,26.16
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,8/17/2018,CA-2018-111500,72209,OFF-BI-10000829,Avery Non-Stick Binders,South,2532,Corporate,8/21/2018,Standard Class,Arkansas,Binders,0,8.2616,4,17.96
Office Supplies,Chesapeake,United States,KD-16495,Keith Dawkins,12/1/2019,US-2019-148817,23320,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",South,3921,Corporate,12/7/2019,Standard Class,Virginia,Binders,0,30.7008,4,63.96
Office Supplies,Decatur,United States,TC-20980,Tamara Chand,12/27/2018,CA-2018-153087,35601,OFF-PA-10001243,Xerox 1983,South,8338,Corporate,1/3/2019,Standard Class,Alabama,Paper,0,11.7208,4,23.92
Office Supplies,Columbus,United States,SS-20140,Saphhira Shifley,9/18/2021,CA-2021-164756,31907,OFF-PA-10003848,Xerox 1997,South,6893,Corporate,9/22/2021,Standard Class,Georgia,Paper,0,12.4416,4,25.92
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,3/17/2018,US-2018-164763,39212,OFF-PA-10003063,EcoTones Memo Sheets,South,7431,Corporate,3/21/2018,Standard Class,Mississippi,Paper,0,7.68,4,16
Office Supplies,Chesapeake,United States,KD-16495,Keith Dawkins,12/1/2019,US-2019-148817,23320,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",South,3920,Corporate,12/7/2019,Standard Class,Virginia,Storage,0,16.6536,4,61.68
Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,11/22/2018,CA-2018-129091,31907,OFF-BI-10001071,GBC ProClick Punch Binding System,South,2576,Corporate,11/27/2018,Standard Class,Georgia,Binders,0,156.751,5,319.9
Office Supplies,Springfield,United States,DK-12835,Damala Kotsonis,2/7/2019,CA-2019-147529,22153,OFF-EN-10000056,Cameo Buff Policy Envelopes,South,6390,Corporate,2/11/2019,Standard Class,Virginia,Envelopes,0,146.2405,5,311.15
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,3/21/2018,CA-2018-163223,22153,OFF-LA-10004409,Avery 492,South,7585,Corporate,3/25/2018,Standard Class,Virginia,Labels,0,6.624,5,14.4
Office Supplies,Decatur,United States,DH-13075,Dave Hallsten,6/13/2019,CA-2019-104941,35601,OFF-PA-10003363,Xerox 204,South,3706,Corporate,6/19/2019,Standard Class,Alabama,Paper,0,15.552,5,32.4
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,8/17/2018,CA-2018-111500,72209,OFF-PA-10000595,Xerox 1929,South,2531,Corporate,8/21/2018,Standard Class,Arkansas,Paper,0,52.532,5,114.2
Office Supplies,Columbus,United States,SS-20140,Saphhira Shifley,9/18/2021,CA-2021-164756,31907,OFF-PA-10003228,Xerox 1917,South,6897,Corporate,9/22/2021,Standard Class,Georgia,Paper,0,114.9385,5,244.55
Office Supplies,Lafayette,United States,KB-16585,Ken Black,4/4/2018,CA-2018-149538,70506,OFF-ST-10004180,Safco Commercial Shelving,South,5121,Corporate,4/8/2018,Standard Class,Louisiana,Storage,0,9.302000000,5,232.55
Office Supplies,Florence,United States,SB-20290,Sean Braxton,9/9/2021,CA-2021-147361,29501,OFF-ST-10002214,X-Rack File for Hanging Folders,South,2401,Corporate,9/15/2021,Standard Class,South Carolina,Storage,0,14.677,5,56.45
Office Supplies,Newport News,United States,FH-14275,Frank Hawley,10/21/2018,CA-2018-100916,23602,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",South,7572,Corporate,10/26/2018,Standard Class,Virginia,Storage,0,9.735000000,5,194.7
Office Supplies,Springfield,United States,AJ-10795,Anthony Johnson,9/12/2020,CA-2020-123946,22153,OFF-ST-10000419,"Rogers Jumbo File, Granite",South,6844,Corporate,9/17/2020,Standard Class,Virginia,Storage,0,0.679000000,5,67.9
Office Supplies,Decatur,United States,DH-13075,Dave Hallsten,6/13/2019,CA-2019-104941,35601,OFF-AR-10004269,Newell 31,South,3703,Corporate,6/19/2019,Standard Class,Alabama,Art,0,6.9384,6,24.78
Office Supplies,Springfield,United States,QJ-19255,Quincy Jones,10/15/2020,CA-2020-142097,22153,OFF-EN-10002312,#10 Self-Seal White Envelopes,South,3696,Corporate,10/20/2020,Standard Class,Virginia,Envelopes,0,32.6046,6,66.54
Office Supplies,Springfield,United States,AH-10690,Anna Häberlin,5/30/2020,CA-2020-113831,22153,OFF-LA-10001297,Avery 473,South,5303,Corporate,6/3/2020,Standard Class,Virginia,Labels,0,29.808,6,62.1
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,11/21/2018,CA-2018-102274,40475,OFF-PA-10004359,Multicolor Computer Printout Paper,South,3400,Corporate,11/26/2018,Standard Class,Kentucky,Paper,0,301.968,6,629.1
Office Supplies,Henderson,United States,DB-13555,Dorothy Badders,4/21/2018,CA-2018-136336,42420,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",South,9075,Corporate,4/26/2018,Standard Class,Kentucky,Storage,0,0,6,828.84
Office Supplies,Huntsville,United States,MF-17665,Maureen Fritzler,8/5/2020,US-2020-102232,35810,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",South,9490,Corporate,8/11/2020,Standard Class,Alabama,Art,0,59.115,7,197.05
Office Supplies,Richmond,United States,RP-19855,Roy Phan,4/5/2018,US-2018-157231,40475,OFF-BI-10002852,Ibico Standard Transparent Covers,South,9912,Corporate,4/9/2018,Standard Class,Kentucky,Binders,0,56.5264,7,115.36
Office Supplies,Springfield,United States,QJ-19255,Quincy Jones,10/15/2020,CA-2020-142097,22153,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,South,3695,Corporate,10/20/2020,Standard Class,Virginia,Binders,0,116.48,7,232.96
Office Supplies,Little Rock,United States,DJ-13510,Don Jones,8/17/2018,CA-2018-111500,72209,OFF-FA-10002676,Colored Push Pins,South,2533,Corporate,8/21/2018,Standard Class,Arkansas,Fasteners,0,4.5612,7,12.67
Office Supplies,Columbus,United States,SS-20140,Saphhira Shifley,9/18/2021,CA-2021-164756,31907,OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",South,6891,Corporate,9/22/2021,Standard Class,Georgia,Paper,0,24.4608,7,50.96
Office Supplies,Florence,United States,SB-20290,Sean Braxton,9/9/2021,CA-2021-147361,29501,OFF-ST-10001809,Fellowes Officeware Wire Shelving,South,2400,Corporate,9/15/2021,Standard Class,South Carolina,Storage,0,12.5762,7,628.81
Office Supplies,Richmond,United States,AG-10525,Andy Gerbode,9/6/2019,CA-2019-169572,23223,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",South,8791,Corporate,9/12/2019,Standard Class,Virginia,Binders,0,21.4452,9,46.62
Office Supplies,Montgomery,United States,YS-21880,Yana Sorensen,7/25/2019,CA-2019-154291,36116,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",South,6824,Corporate,7/29/2019,Standard Class,Alabama,Envelopes,0,49.23,9,98.46
Office Supplies,Arlington,United States,EB-13750,Edward Becker,5/30/2020,CA-2020-166380,22204,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",South,8296,Corporate,6/3/2020,Standard Class,Virginia,Envelopes,0,12.744,9,26.55
Office Supplies,Florence,United States,HG-14965,Henry Goldwyn,8/21/2019,CA-2019-122168,41042,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",South,8516,Corporate,8/26/2019,Standard Class,Kentucky,Art,0,10.0128,12,35.76
Office Supplies,Pompano Beach,United States,PW-19030,Pauline Webber,3/21/2021,CA-2021-156272,33068,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,South,8377,Corporate,3/27/2021,Standard Class,Florida,Appliances,0.2,8.048,1,64.384
Office Supplies,Charlotte,United States,BF-10975,Barbara Fisher,8/1/2018,CA-2018-117345,28205,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,South,1840,Corporate,8/5/2018,Standard Class,North Carolina,Appliances,0.2,10.2245,1,62.92
Office Supplies,Raleigh,United States,KS-16300,Karen Seio,3/10/2021,CA-2021-155824,27604,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,South,4997,Corporate,3/15/2021,Standard Class,North Carolina,Appliances,0.2,3.6588,1,48.784
Office Supplies,Jacksonville,United States,DV-13045,Darrin Van Huff,12/11/2021,CA-2021-168389,32216,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,South,7347,Corporate,12/17/2021,Standard Class,Florida,Art,0.2,1.3584,1,13.584
Office Supplies,Jacksonville,United States,NS-18640,Noel Staavos,11/8/2019,CA-2019-108259,28540,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",South,8644,Corporate,11/15/2019,Standard Class,North Carolina,Labels,0.2,1.638,1,5.04
Office Supplies,Murfreesboro,United States,ML-17395,Marina Lichtenstein,9/25/2019,CA-2019-120845,37130,OFF-PA-10004665,Advantus Motivational Note Cards,South,8215,Corporate,10/2/2019,Standard Class,Tennessee,Paper,0.2,3.799,1,10.48
Office Supplies,Asheville,United States,TS-21205,Thomas Seio,3/21/2018,US-2018-107405,28806,OFF-ST-10002301,Tennsco Commercial Shelving,South,5461,Corporate,3/25/2018,Standard Class,North Carolina,Storage,0.2,-3.8646,1,16.272
Office Supplies,Wilson,United States,TB-21175,Thomas Boland,4/12/2020,CA-2020-124254,27893,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,South,9136,Corporate,4/17/2020,Standard Class,North Carolina,Storage,0.2,-5.1984,1,51.984
Office Supplies,Nashville,United States,TS-21205,Thomas Seio,6/15/2021,CA-2021-119284,37211,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",South,8702,Corporate,6/20/2021,Standard Class,Tennessee,Storage,0.2,17.847,1,142.776
Office Supplies,Coral Springs,United States,BP-11185,Ben Peterman,3/24/2019,US-2019-112508,33065,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",South,2558,Corporate,3/30/2019,Standard Class,Florida,Appliances,0.2,0.5244,2,6.992
Office Supplies,Franklin,United States,FH-14275,Frank Hawley,5/13/2021,CA-2021-104318,37064,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,South,8622,Corporate,5/18/2021,Standard Class,Tennessee,Appliances,0.2,2.3364,2,20.768
Office Supplies,Nashville,United States,DM-12955,Dario Medina,9/7/2021,CA-2021-128769,37211,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,South,8211,Corporate,9/12/2021,Standard Class,Tennessee,Appliances,0.2,7.1372,2,81.568
Office Supplies,Jacksonville,United States,DB-13555,Dorothy Badders,9/20/2018,CA-2018-151953,32216,OFF-AR-10003469,Nontoxic Chalk,South,2218,Corporate,9/25/2018,Standard Class,Florida,Art,0.2,0.9856,2,2.816
Office Supplies,Jacksonville,United States,MK-17905,Michael Kennedy,5/14/2020,US-2020-148901,32216,OFF-AR-10002467,Dixon Ticonderoga Pencils,South,4801,Corporate,5/19/2020,Standard Class,Florida,Art,0.2,0.4172,2,4.768
Office Supplies,Saint Petersburg,United States,AG-10495,Andrew Gjertsen,6/8/2019,CA-2019-162201,33710,OFF-AR-10003856,Newell 344,South,9819,Corporate,6/12/2019,Standard Class,Florida,Art,0.2,0.3336,2,4.448
